Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2009,9,20,4,58,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2009,9,5,&lt RL,12,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2009,12,26,14,37,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2009,10,21,4,80,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2009,10,22,6,105,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2009,9,27,12,42,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2009,12,20,11,41,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2009,51,16,4,95,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2009,12,13,7,25,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2009,11,13,7,16,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2009,12,26,8,44,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2009,12,13,5,38,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2009,11,22,13,46,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2009,11,28,12,52,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2009,11,24,11,42,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2009,11,14,5,40,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2009,10,24,9,56,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2009,10,11,5,23,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2009,9,23,2,76,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2009,11,30,13,53,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2009,10,14,9,22,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2009,9,8,4,14,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2009,12,12,4,28,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2009,11,6,3,9,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2009,10,51,15,86,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2009,12,7,2,20,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2009,11,26,12,44,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2009,12,16,5,48,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2009,12,24,12,50,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2008,9,8,4,13,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2008,11,24,7,66,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2008,12,30,3,111,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2008,12,15,10,25,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2008,12,8,3,15,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2008,12,18,9,33,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2008,10,20,9,39,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2008,12,32,10,141,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2008,11,30,8,137,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2008,12,6,&lt RL,20,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2008,10,24,5,57,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2008,9,13,5,25,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2008,12,17,7,24,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2008,11,23,11,51,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2008,12,16,9,30,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2008,11,27,7,49,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2008,12,12,5,34,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2008,12,16,5,54,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2008,11,61,10,207,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2008,5,51,18,111,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2008,9,6,1,9,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2008,12,15,6,32,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2008,12,24,11,50,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2008,12,28,10,56,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2008,10,23,5,57,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2008,12,16,7,21,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2008,12,19,4,55,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2008,12,10,5,17,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2008,9,32,16,47,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2008,9,34,13,90,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2008,9,8,4,16,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2008,10,6,&lt RL,24,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2008,12,35,22,60,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2008,12,23,10,50,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2008,11,29,17,63,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2008,10,27,3,110,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2008,10,33,8,144,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2008,51,23,7,208,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2008,11,18,12,33,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2008,12,14,6,22,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2008,12,26,8,62,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2008,11,17,5,34,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2008,11,26,14,70,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2008,11,29,12,81,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2008,12,28,10,82,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2008,11,22,6,114,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2008,10,17,7,48,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2008,12,13,6,55,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2008,11,29,8,60,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2008,12,29,6,50,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2008,12,20,8,63,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2008,12,10,5,24,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2008,12,22,4,79,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2008,12,9,1,18,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2008,10,31,15,44,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2008,12,9,1,36,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2008,11,28,10,50,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2008,12,19,4,67,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2008,12,32,11,137,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2007,10,7,1,19,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2007,11,35,4,70,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2007,11,17,4,41,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2007,11,10,7,13,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2007,13,10,1,24,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2007,11,35,8,94,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2007,11,18,4,48,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2007,11,26,8,53,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2007,11,25,2,44,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2007,11,5,&lt RL,17,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2007,10,19,4,66,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2007,9,6,&lt RL,23,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2007,11,20,7,37,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2007,12,17,5,22,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2007,12,18,8,35,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2007,11,17,10,25,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2007,13,15,4,31,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2007,12,11,7,20,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2007,4,26,4,49,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2007,5,26,13,39,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2007,10,6,&lt RL,14,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2007,12,6,1,11,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2007,11,19,3,30,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2007,11,14,1,31,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2007,11,12,3,29,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2007,11,16,9,28,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2007,11,11,1,20,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2007,12,15,5,42,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2007,10,33,17,46,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2007,9,22,12,41,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2007,10,7,1,19,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2007,11,6,2,14,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2007,12,28,9,54,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2007,10,16,6,47,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2007,10,16,8,37,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2007,9,41,11,143,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2007,12,22,4,49,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2007,51,13,1,59,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2007,12,19,6,42,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2007,11,18,5,54,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2007,11,26,&lt RL,62,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2007,12,21,3,45,Des Plaines River,-9782189.77125312,5164756.208222484
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2007,12,12,6,20,North Shore Channel,-9763838.713194087,5164984.791142569
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2007,11,30,&lt RL,98,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2007,12,25,2,81,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2007,11,14,&lt RL,42,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2007,11,17,8,36,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2007,11,22,2,120,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,Suspended Solids,mg/L,2007,10,22,3,44,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2007,11,23,2,51,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2007,11,24,7,101,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2007,12,5,&lt RL,9,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2007,12,15,&lt RL,53,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2007,11,5,&lt RL,8,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2007,11,45,11,115,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2007,13,6,&lt RL,18,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2007,11,24,4,38,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2007,12,8,3,23,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2007,11,31,13,52,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2006,11,8,3,19,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2006,11,32,4,57,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2006,12,28,14,92,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2006,7,12,8,19,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2006,12,10,3,20,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2006,11,17,9,25,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2006,11,26,8,39,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2006,12,29,8,60,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2006,12,43,8,160,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2006,11,6,2,17,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2006,11,21,&lt RL,40,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2006,9,9,3,17,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2006,12,19,13,35,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2006,11,25,9,74,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,Suspended Solids,mg/L,2006,12,18,8,33,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2006,12,40,18,141,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2006,12,14,4,29,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2006,12,15,7,23,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2006,5,93,12,224,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2006,7,45,17,132,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2006,11,7,&lt RL,21,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2006,12,12,1,30,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2006,12,24,14,41,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2006,12,50,7,205,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2006,12,34,5,124,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2006,12,17,9,26,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2006,11,13,3,24,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2006,12,12,3,33,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2006,9,31,6,86,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2006,11,24,14,37,Little Calumet River,-9753472.181457821,5108772.571885121
