Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2014,12,2000,53000,5700,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2014,4,100,5400,1285,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2014,12,110,30000,1800,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2014,11,550,7500,2000,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2014,9,9,53000,40,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2014,10,10,5700,30,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2014,51,9,63000,270,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2014,12,60,900,445,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2014,10,9,1100,60,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2014,9,80,5000,380,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2014,11,30,12000,550,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2014,8,700,72000,7750,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2014,11,140,860,360,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2014,12,4700,110000,11500,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2014,11,99,2000,690,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2014,12,9,5800,205,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2014,9,10,2000,60,Des Plaines River,-9782918.22214516,5121485.94585754
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2013,11,200,22000,460,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2013,10,9,750000,70,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2013,12,30,33000,1035,West Branch DuPage River,-9811547.219382191,5157233.888994125
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2013,10,60,6000,440,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2013,12,140,7000,550,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2013,11,180,200000,480,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2013,9,40,230000,470,Grand Calumet River,-9744810.951107476,5105915.20396417
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2013,12,30,100000,285,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2013,11,840,4100,3000,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2013,9,40,130000,130,North Shore Channel,-9763803.492506059,5167131.2098396
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2013,12,50,7200,1000,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2013,11,270,260000,2500,North Branch Chicago River,-9760793.273420712,5150867.342273781
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2013,4,20,29000,4335,Higgins Creek,-9789503.463971145,5164194.269628853
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2013,11,390,4400,1100,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2013,12,130,8000,2600,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2013,8,9,2600,65,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2013,8,20,280,50,Little Calumet River,-9753472.181457821,5108772.571885121
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2013,50,9,19000,85,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2013,12,70,3300,270,South Branch Chicago River,-9758326.630046986,5137947.951214144
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2013,12,9,1400,75,Des Plaines River,-9803757.593335949,5100729.017568359
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2013,12,140,3100,280,Des Plaines River,-9775033.160497827,5134155.08934849
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2013,11,9,1300,20,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2013,8,950,140000,8900,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2013,12,60,9800,515,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2013,10,2700,30000,12000,North Shore Channel,-9763880.193364626,5162772.158302309
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2013,12,80,500000,540,Chicago River,-9755339.676982595,5144145.544547021
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2013,12,20,10000,760,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2013,11,40,3100,110,Des Plaines River,-9782918.22214516,5121485.94585754
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2012,7,9,20,10,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2012,6,270,12000,1250,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2012,12,50,2700,295,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2012,12,60,570000,140,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2012,12,160,6700,525,West Branch DuPage River,-9811547.219382191,5157233.888994125
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2012,7,40,2300,500,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2012,11,110,16000,360,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2012,7,280,3500,720,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2012,12,70,4200,190,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2012,12,30,17000,375,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2012,7,9,110,10,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2012,11,10,440000,240,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2012,5,10,160,40,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2012,12,9,7200,170,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2012,10,560,9000,1300,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2012,7,30,49000,120,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster St.,North Shore Channel at Dempster Street,Fecal Coliform ,CFU/100mL,2012,5,300,7400,940,North Shore Channel,-9763803.492506059,5167131.2098396
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2012,7,30,3300,400,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2012,12,40,1300,555,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2012,12,860,7500,3600,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2012,5,350,35000,7000,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2012,8,30,36000,185,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2012,6,9,210,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2012,7,3500,11000,6700,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2012,7,20,560,80,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2012,7,50,5100,190,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2012,7,90,2000,570,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2012,7,580,2000,990,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2012,11,10,24000,1200,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2012,12,630,41000,3650,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2012,11,10,2800,30,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2012,10,9,1100,115,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2012,7,110,28000,4400,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2012,6,20,590,55,Chicago River,-9753112.184339533,5144283.186382862
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2012,6,9,900,85,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2012,7,110,410,270,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2012,6,200,10000,5750,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2012,4,160,2800,400,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2012,50,9,30000,100,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2012,12,100,50000,255,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2012,6,240,43000,710,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2012,12,9,350,115,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2012,7,150,7000,3200,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2012,7,170,1400,310,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2012,12,50,5500,405,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2012,7,120,5000,380,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2012,7,9,5400,60,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2012,7,170,25000,410,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2012,11,9,28000,140,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2012,11,490,26000,3900,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2012,7,50,8000,130,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2012,12,100,36000,625,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2012,12,99,25000,6950,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2012,7,110,7000,2000,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2012,11,100,2000,260,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2012,7,220,2200,610,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2012,11,20,40000,180,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2012,12,40,9000,160,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2012,6,2700,12000,5450,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2012,7,40,2600,410,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2011,10,10,180,30,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2011,10,360,40000,2500,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2011,11,20,23000,270,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2011,12,30,220000,225,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,West Branch DuPage River at Arlington Drive,Fecal Coliform ,CFU/100mL,2011,12,20,6100,545,West Branch DuPage River,-9811547.219382191,5157233.888994125
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2011,11,30,7000,120,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2011,11,640,7000,2400,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2011,10,380,9000,1900,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2011,11,130,1300,350,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2011,11,10,1800,780,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2011,11,9,1000,20,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2011,10,9,490000,5000,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2011,8,9,8400,130,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2011,12,9,290000,245,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2011,11,210,10000,2000,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2011,12,80,36000,200,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2011,11,120,21000,490,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2011,11,9,6300,310,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2011,12,1300,10000,2850,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2011,10,420,46000,6000,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2011,5,60,8300,320,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2011,6,9,10,9,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2011,12,2300,12000,6050,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2011,12,9,500,55,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2011,12,90,60000,285,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2011,11,220,9000,490,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2011,12,70,69000,1600,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2011,11,40,28000,1300,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2011,12,40,15000,5450,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2011,10,20,360,90,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2011,10,9,4700,125,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2011,10,530,21000,4000,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2011,12,9,280,45,Chicago River,-9753112.184339533,5144283.186382862
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2011,10,300,90000,2930,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2011,9,50,20000,600,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2011,11,40,930,220,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2011,9,9,380,90,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2011,51,10,10000,220,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2011,12,210,8500,445,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2011,6,310,20000,2300,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2011,11,10,870,100,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2011,12,20,8800,2550,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2011,11,40,1000,390,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2011,11,20,1200,310,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2011,11,70,1500,420,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2011,11,30,7500,99,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2011,11,20,5700,210,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2011,12,70,31000,805,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2011,10,99,4800,1750,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2011,11,20,760,150,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2011,12,140,20000,655,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2011,12,1900,22000,8050,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2011,12,50,18000,1300,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2011,12,230,11000,565,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2011,10,810,46000,7600,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2011,11,10,4800,330,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2011,11,10,1100,310,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2011,12,2300,14000,6400,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2011,11,40,980,230,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2010,10,9,1200,15,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2010,11,140,31000,1400,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2010,11,10,20000,600,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2010,10,30,7500,150,Bubbly Creek,-9758696.948071491,5136817.240627698
