Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2003,12,91,474,151,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2003,9,141,488,188,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2003,9,147,425,191,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2003,12,110,307,184,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2003,8,142,536,201,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2003,53,29,550,145,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2003,12,35,421,119,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2003,11,33,395,116,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2003,11,72,401,161,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2003,10,12,285,58,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2003,10,119,338,174,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2003,5,84,434,301,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2003,7,104,310,159,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2003,10,85,440,174,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2003,12,1,279,115,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2003,13,78,407,134,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2003,11,112,434,174,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2003,13,86,382,136,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2003,12,52,640,98,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2003,11,102,592,131,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2003,12,11,412,83,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2003,10,53,290,193,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2003,12,126,609,175,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2003,10,112,433,160,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2003,12,69,570,122,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2003,12,61,627,196,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2002,12,23,132,54,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2002,12,137,268,191,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2002,12,113,592,159,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2002,12,49,262,88,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2002,10,93,443,143,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2002,12,80,209,154,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2002,12,66,268,170,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2002,12,93,674,167,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2002,6,74,205,124,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2002,12,28,58,43,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2002,11,44,360,219,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2002,9,11,273,16,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2002,12,51,269,98,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2002,12,74,234,147,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2002,12,108,432,144,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2002,10,93,457,127,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2002,12,65,281,114,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2002,6,160,518,235,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2002,6,65,1481,249,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2002,12,14,78,43,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2002,12,66,211,94,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2002,12,95,389,124,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2002,9,101,359,121,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2002,11,110,564,173,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2002,12,71,282,113,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2002,12,66,183,132,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2002,12,45,247,124,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2002,8,93,575,242,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2002,12,23,254,89,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2002,7,152,219,191,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2002,12,13,201,29,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2002,12,80,598,130,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2002,12,104,374,163,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2002,7,94,327,172,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2002,10,100,319,155,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2002,10,111,292,166,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2002,51,69,481,118,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2002,12,50,273,93,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2002,12,22,237,61,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2002,12,90,783,174,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2002,11,11,307,70,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2002,11,101,534,176,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2002,12,81,875,175,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2002,12,94,802,172,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2002,9,92,652,152,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2002,12,41,259,126,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2002,12,65,239,122,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2002,12,79,256,162,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2002,12,102,773,167,Des Plaines River,-9796385.089554068,5113414.579669373
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2002,12,55,194,91,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2002,12,83,619,116,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2002,12,12,283,59,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2002,11,104,259,195,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2002,12,62,831,184,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2002,10,103,599,179,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2002,12,71,280,103,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2002,12,99,847,168,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2001,10,31,179,77,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2001,10,76,230,163,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2001,10,117,490,148,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2001,10,48,245,95,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2001,10,113,340,145,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2001,10,79,234,144,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2001,9,88,242,148,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2001,10,104,225,164,Des Plaines River,-9779371.53102385,5151588.097147647
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2001,9,39,51,49,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2001,9,121,254,166,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2001,9,12,22,15,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2001,10,45,256,88,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2001,10,63,250,147,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2001,10,33,389,158,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2001,10,116,354,146,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2001,10,98,312,122,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2001,5,175,592,312,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2001,9,167,701,285,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2001,10,16,135,60,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2001,10,81,188,114,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2001,10,95,303,145,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2001,10,103,333,148,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2001,10,128,479,187,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2001,10,90,199,125,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2001,10,86,234,139,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2001,10,83,291,106,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2001,10,135,614,296,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2001,8,35,181,90,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2001,10,93,226,172,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2001,10,13,201,25,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2001,10,103,242,125,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2001,10,81,448,176,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2001,10,108,343,167,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2001,10,95,182,150,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2001,9,99,608,195,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2001,45,70,389,127,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2001,9,55,205,83,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2001,10,58,416,85,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2001,45,72,358,145,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2001,10,13,97,18,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2001,10,100,203,157,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2001,10,105,260,170,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2001,10,99,235,159,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2001,10,118,308,229,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2001,10,72,487,115,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2001,10,74,258,137,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2001,10,105,248,164,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2001,10,80,514,131,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2001,10,81,161,105,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2001,10,101,197,114,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2001,7,13,260,73,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2001,10,75,189,121,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2001,10,143,261,178,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2001,10,107,252,168,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2001,10,88,261,122,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2001,10,116,350,175,Salt Creek,-9785016.345950183,5134927.534095098
