Station Number,Station Name,Station Description,Parameter Name,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
74,Lake Shore Drive,Chicago River at Lake Shore Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,10,1.07,0.26,3.09,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,4.06,2.26,6.73,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,5.33,2.5,9.59,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,4,0.44,0.22,0.93,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,9.44,5.9,18.71,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,9,0.27,0.01,0.64,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,7.98,1.45,15.3,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,10,5.2,0.39,11.08,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,8.85,4.52,15.89,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,11,0.39,0.09,1.11,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,12,6.26,3.82,10.6,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,52,6.01,2.86,9.19,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,11,4.64,1.68,7.97,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,11,5.97,2.62,12.1,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2005,11,4.05,2.23,7.41,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,2.15,0.28,4.52,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,7.19,2.96,9.82,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.81,0.2,9.44,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.11,1.64,6.56,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.92,1.19,8.75,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.33,2.66,9.9,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,5,3.68,1.63,6.94,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.3,2.86,6.79,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.67,2.87,11.21,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,0.96,0.16,1.83,West Branch Du Page River,-9809372.143319122,5162219.006850576
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,9,0.56,0.16,1.6,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.55,4.22,9.81,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.24,3.29,8.09,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.92,1.59,11.33,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.86,3.36,7.24,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.53,2.86,7.27,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.89,2.87,8.47,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.82,2.65,8.54,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.22,2.97,12.22,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.07,2.54,8.2,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,0.42,0.24,0.76,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.15,0.36,16.26,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.73,2.01,7.43,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,9,0.34,0.21,0.62,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.01,3.21,8.22,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.94,3.05,10.04,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.02,1.94,7.63,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.25,2.55,6.39,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,7.41,3.76,11.39,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6,3.76,9.19,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,4.78,3.09,6.38,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.22,4.41,9.59,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.59,3.6,7.36,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,0.38,0.23,0.56,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,13,0.09,0.02,0.22,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,4.25,2.9,7.71,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,9,9.88,5.68,13.76,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,0.71,0.29,1.16,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,1.9,0.3,5.04,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,4.08,2.72,6.2,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,5.66,3.23,9,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,5.31,3.04,8.04,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
64,Lake Street,West Branch Du Page River at Lake Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,8.38,4.05,13.84,West Branch Du Page River,-9810939.89297938,5157781.364521299
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.4,3.27,9.32,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,1.04,0.22,2.91,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.84,2.49,5.87,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.14,2.79,9.31,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,7,0.57,0.15,0.9,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,5.46,3.19,9.21,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,9,0.26,0.02,0.66,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,6.77,1.66,11.57,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,4.68,0.22,11.66,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,8.57,3.46,13.1,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,0.53,0.18,1.16,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,4.86,2.54,7.97,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,51,5.9,3.14,11.11,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,12,3.83,2.23,6.25,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,11,5.32,3,8.8,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2006,7,3.67,2.43,6.08,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,2.29,0.25,6.32,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.58,4.6,11.64,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,3.33,0.18,9.32,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.49,1.24,11.34,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.52,1.23,10.13,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,5.58,1.38,12.25,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,4,4.63,1.22,10.33,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,4.39,2.26,6.86,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,5.56,2.4,11.41,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.62,0.2,1.3,West Branch Du Page River,-9809372.143319122,5162219.006850576
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,9,0.31,0.01,0.88,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,5.26,0.92,9.72,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.09,0.93,8.96,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.01,1.62,15.81,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.95,1.04,8.48,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.81,0.92,7.8,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.95,1.21,8.59,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.13,1.24,8.08,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,6.47,2.25,13.53,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.4,1.29,7.96,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.24,0.06,0.52,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.45,0.25,0.73,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.97,1.13,9.85,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,9,0.31,0.19,0.57,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,6.53,4.61,9.72,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.29,2.58,9.81,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.41,1.69,9.13,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,4.15,2.09,6.55,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.1,3.98,12.09,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,6.08,3.15,10.19,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.69,1.45,9.66,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,6.43,2.74,10.35,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,5.59,3.15,8.7,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.37,0.22,0.65,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,0.16,0.02,0.35,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.18,0.69,9.48,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,9.18,2.68,15.27,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.68,0.27,1.22,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,9,1.4,0.27,2.98,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.25,0.85,8.91,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.26,2.09,8.26,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.92,1.91,6.94,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
64,Lake Street,West Branch Du Page River at Lake Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.34,0.72,12.58,West Branch Du Page River,-9810939.89297938,5157781.364521299
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,6.47,2.91,8.3,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,1.31,0.22,3.64,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,4.5,2.64,7.62,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,5.16,2.61,9.9,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,5,0.4,0.15,0.53,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,5.83,3.1,9.23,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,0.23,&lt RL,0.67,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.1,1.95,16.68,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,10,1.81,0.05,6.73,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,12,7.98,0.6,13.46,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,0.29,0.13,0.62,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.28,1.23,8.55,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,51,5.45,2.49,10.05,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,4.07,1.11,10,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,5.49,0.95,13.38,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2007,11,3.9,1.27,6.8,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,12,2.6,0.12,5.38,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,12,7.23,3.72,11.81,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,11,2.72,0.22,10.72,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,10,2.12,0.76,3.52,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,12,3.31,0.82,8.88,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,12,4.03,1.26,10.5,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,11,5.9,0.19,15.04,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,11,4.41,0.1,7.78,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,NO2+NO3,Nitrate-Nitrite,mg/L-N,2008,11,6.2,3,13.01,Salt Creek,-9778479.118246686,5134478.740255858
