Station Number,Station Name,Station Description,Parameter Name,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
76,Halsted Street,Little Calumet River at Halsted Street,SO4   ,Sulfate,mg/L,2006,11,91,55,119,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,SO4   ,Sulfate,mg/L,2006,7,47,19,82,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,SO4   ,Sulfate,mg/L,2006,12,92,61,129,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,SO4   ,Sulfate,mg/L,2006,9,82,46,176,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,SO4   ,Sulfate,mg/L,2006,12,85,58,119,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,SO4   ,Sulfate,mg/L,2006,11,262,153,643,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,SO4   ,Sulfate,mg/L,2006,12,82,48,152,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,SO4   ,Sulfate,mg/L,2006,12,71,33,132,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,SO4   ,Sulfate,mg/L,2006,12,94,62,158,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,SO4   ,Sulfate,mg/L,2006,51,87,55,142,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,SO4   ,Sulfate,mg/L,2006,12,73,44,124,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,SO4   ,Sulfate,mg/L,2006,11,409,298,641,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,SO4   ,Sulfate,mg/L,2006,7,51,36,77,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,SO4   ,Sulfate,mg/L,2007,11,37,22,61,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,SO4   ,Sulfate,mg/L,2007,12,51,37,66,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,SO4   ,Sulfate,mg/L,2007,12,40,21,72,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,SO4   ,Sulfate,mg/L,2007,11,69,40,95,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,SO4   ,Sulfate,mg/L,2007,11,60,36,78,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,SO4   ,Sulfate,mg/L,2007,11,59,35,76,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,SO4   ,Sulfate,mg/L,2007,4,56,36,78,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,SO4   ,Sulfate,mg/L,2007,12,47,20,66,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,SO4   ,Sulfate,mg/L,2007,11,80,40,121,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,SO4   ,Sulfate,mg/L,2007,10,85,11,176,West Branch Du Page River,-9809372.143319122,5162219.006850576
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,SO4   ,Sulfate,mg/L,2007,9,71,1,125,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2007,12,76,28,121,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,SO4   ,Sulfate,mg/L,2007,11,70,30,94,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,SO4   ,Sulfate,mg/L,2007,12,76,44,99,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,SO4   ,Sulfate,mg/L,2007,11,71,34,97,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,SO4   ,Sulfate,mg/L,2007,11,70,35,96,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,SO4   ,Sulfate,mg/L,2007,11,69,34,96,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,SO4   ,Sulfate,mg/L,2007,11,73,35,98,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,SO4   ,Sulfate,mg/L,2007,11,85,37,121,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,SO4   ,Sulfate,mg/L,2007,11,77,38,105,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2007,10,66,36,93,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2007,10,67,38,92,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,SO4   ,Sulfate,mg/L,2007,11,60,38,80,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,SO4   ,Sulfate,mg/L,2007,9,30,18,57,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,SO4   ,Sulfate,mg/L,2007,12,49,35,63,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,SO4   ,Sulfate,mg/L,2007,12,54,39,70,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,SO4   ,Sulfate,mg/L,2007,11,45,17,71,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,SO4   ,Sulfate,mg/L,2007,12,46,21,64,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,SO4   ,Sulfate,mg/L,2007,12,67,33,88,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,SO4   ,Sulfate,mg/L,2007,11,73,39,92,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,SO4   ,Sulfate,mg/L,2007,11,105,43,154,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,SO4   ,Sulfate,mg/L,2007,11,54,44,69,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,SO4   ,Sulfate,mg/L,2007,11,84,40,117,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,SO4   ,Sulfate,mg/L,2007,10,32,22,59,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,SO4   ,Sulfate,mg/L,2007,11,44,33,60,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,SO4   ,Sulfate,mg/L,2007,11,118,40,170,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,SO4   ,Sulfate,mg/L,2007,10,596,225,1124,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,SO4   ,Sulfate,mg/L,2007,10,83,29,160,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,SO4   ,Sulfate,mg/L,2007,9,90,34,164,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,SO4   ,Sulfate,mg/L,2007,11,223,54,587,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,SO4   ,Sulfate,mg/L,2007,11,91,55,159,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,SO4   ,Sulfate,mg/L,2007,11,94,55,155,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
64,Lake Street,West Branch Du Page River at Lake Street,SO4   ,Sulfate,mg/L,2007,12,65,31,90,West Branch Du Page River,-9810939.89297938,5157781.364521299
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,SO4   ,Sulfate,mg/L,2007,12,52,39,72,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,SO4   ,Sulfate,mg/L,2007,11,32,19,58,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,SO4   ,Sulfate,mg/L,2007,13,49,29,68,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,SO4   ,Sulfate,mg/L,2007,11,88,58,128,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,SO4   ,Sulfate,mg/L,2007,5,37,16,65,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,SO4   ,Sulfate,mg/L,2007,12,91,30,113,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,SO4   ,Sulfate,mg/L,2007,10,62,2,107,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,SO4   ,Sulfate,mg/L,2007,12,77,45,99,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,SO4   ,Sulfate,mg/L,2007,10,196,97,575,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,SO4   ,Sulfate,mg/L,2007,12,66,43,100,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,SO4   ,Sulfate,mg/L,2007,11,54,27,80,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,SO4   ,Sulfate,mg/L,2007,11,75,38,98,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,SO4   ,Sulfate,mg/L,2007,51,86,39,183,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,SO4   ,Sulfate,mg/L,2007,11,60,37,79,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,SO4   ,Sulfate,mg/L,2007,11,352,67,828,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,SO4   ,Sulfate,mg/L,2007,11,46,22,68,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,SO4   ,Sulfate,mg/L,2008,12,41,21,64,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,SO4   ,Sulfate,mg/L,2008,12,53,35,74,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,SO4   ,Sulfate,mg/L,2008,11,44,23,90,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,SO4   ,Sulfate,mg/L,2008,10,63,40,92,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,SO4   ,Sulfate,mg/L,2008,12,63,35,92,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,SO4   ,Sulfate,mg/L,2008,12,62,39,91,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,SO4   ,Sulfate,mg/L,2008,11,58,41,85,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,SO4   ,Sulfate,mg/L,2008,11,50,28,75,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,SO4   ,Sulfate,mg/L,2008,11,79,57,97,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,SO4   ,Sulfate,mg/L,2008,11,78,18,146,West Branch Du Page River,-9809372.143319122,5162219.006850576
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,SO4   ,Sulfate,mg/L,2008,11,88,43,149,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2008,12,72,53,84,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,SO4   ,Sulfate,mg/L,2008,11,70,51,86,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,SO4   ,Sulfate,mg/L,2008,12,75,53,99,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,SO4   ,Sulfate,mg/L,2008,12,75,52,94,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,SO4   ,Sulfate,mg/L,2008,12,75,54,95,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,SO4   ,Sulfate,mg/L,2008,11,75,63,89,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,SO4   ,Sulfate,mg/L,2008,11,78,61,90,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,SO4   ,Sulfate,mg/L,2008,12,83,57,111,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,SO4   ,Sulfate,mg/L,2008,12,77,47,99,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2008,10,57,33,82,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2008,10,60,28,92,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,SO4   ,Sulfate,mg/L,2008,11,61,36,86,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,SO4   ,Sulfate,mg/L,2008,9,35,21,87,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,SO4   ,Sulfate,mg/L,2008,12,52,33,76,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,SO4   ,Sulfate,mg/L,2008,12,55,34,75,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,SO4   ,Sulfate,mg/L,2008,12,48,25,73,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,SO4   ,Sulfate,mg/L,2008,12,49,24,75,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,SO4   ,Sulfate,mg/L,2008,12,69,39,98,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,SO4   ,Sulfate,mg/L,2008,12,68,36,96,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,SO4   ,Sulfate,mg/L,2008,10,113,67,158,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,SO4   ,Sulfate,mg/L,2008,12,55,36,75,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,SO4   ,Sulfate,mg/L,2008,12,79,36,107,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,SO4   ,Sulfate,mg/L,2008,9,30,20,41,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,SO4   ,Sulfate,mg/L,2008,12,48,37,61,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,SO4   ,Sulfate,mg/L,2008,10,135,55,191,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,SO4   ,Sulfate,mg/L,2008,9,717,510,1010,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,SO4   ,Sulfate,mg/L,2008,9,63,22,106,Calumet River,-9748530.69045206,5110104.230203494
56,Indiana Avenue,Little Calumet River at Indiana Avenue,SO4   ,Sulfate,mg/L,2008,9,72,29,118,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,SO4   ,Sulfate,mg/L,2008,10,271,96,437,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,SO4   ,Sulfate,mg/L,2008,12,107,61,139,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,SO4   ,Sulfate,mg/L,2008,11,134,71,294,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
64,Lake Street,West Branch Du Page River at Lake Street,SO4   ,Sulfate,mg/L,2008,12,68,39,100,West Branch Du Page River,-9810939.89297938,5157781.364521299
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,SO4   ,Sulfate,mg/L,2008,12,56,39,76,North Branch Chicago River,-9760793.273420712,5150867.342273781
74,Lake Shore Drive,Chicago River at Lake Shore Drive,SO4   ,Sulfate,mg/L,2008,10,30,21,49,Chicago River,-9753112.184339533,5144283.186382862
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,SO4   ,Sulfate,mg/L,2008,12,54,27,76,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,SO4   ,Sulfate,mg/L,2008,12,98,38,172,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,SO4   ,Sulfate,mg/L,2008,5,49,29,73,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,SO4   ,Sulfate,mg/L,2008,12,90,60,109,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,SO4   ,Sulfate,mg/L,2008,9,71,47,100,Salt Creek,-9797375.60963822,5165675.359292448
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,SO4   ,Sulfate,mg/L,2008,12,75,58,99,Salt Creek,-9796254.99295483,5162818.28541295
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,SO4   ,Sulfate,mg/L,2008,11,170,113,243,Grand Calumet River,-9744810.951107476,5105915.20396417
89,Walnut Street,West Branch Du Page River at Walnut Street,SO4   ,Sulfate,mg/L,2008,12,71,35,119,West Branch Du Page River,-9811290.549648687,5160344.011074602
90,Route 19,Poplar Creek at Route 19,SO4   ,Sulfate,mg/L,2008,11,53,32,68,Poplar Creek,-9823047.74711789,5165577.94301833
91,Material Service Road,Des Plaines River at Material Service Road,SO4   ,Sulfate,mg/L,2008,12,76,44,102,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,SO4   ,Sulfate,mg/L,2008,51,87,33,130,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,SO4   ,Sulfate,mg/L,2008,12,64,29,122,North Branch Chicago River,-9764088.462110577,5156857.124687181
97,170th Street,Thorn Creek at 170th Street,SO4   ,Sulfate,mg/L,2008,11,423,222,910,Thorn Creek,-9748874.28283881,5099238.777878965
99,Archer Avenue,Bubbly Creek at Archer Avenue,SO4   ,Sulfate,mg/L,2008,12,55,26,115,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,SO4   ,Sulfate,mg/L,2009,11,32,22,43,Chicago River,-9755339.676982595,5144145.544547021
101,Foster Avenue,North Shore Channel at Foster Avenue,SO4   ,Sulfate,mg/L,2009,12,47,28,65,North Shore Channel,-9763248.504184216,5157380.484896455
102,Oakton Street,North Shore Channel at Oakton Street,SO4   ,Sulfate,mg/L,2009,11,38,20,76,North Shore Channel,-9763838.713194087,5164984.791142569
103,Golf Road,West Fork North Branch Chicago River at Golf Road,SO4   ,Sulfate,mg/L,2009,11,56,27,86,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
104,Glenview Road,North Branch Chicago River at Glenview Road,SO4   ,Sulfate,mg/L,2009,11,53,36,69,North Branch Chicago River,-9770990.71844705,5171319.185344051
105,Frontage Road,Skokie River at Frontage Road,SO4   ,Sulfate,mg/L,2009,12,55,39,72,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,SO4   ,Sulfate,mg/L,2009,10,47,20,65,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,SO4   ,Sulfate,mg/L,2009,12,44,28,59,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,SO4   ,Sulfate,mg/L,2009,12,70,51,85,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,SO4   ,Sulfate,mg/L,2009,9,64,26,109,West Branch Du Page River,-9809372.143319122,5162219.006850576
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,SO4   ,Sulfate,mg/L,2009,8,69,53,92,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2009,11,49,29,77,Des Plaines River,-9786103.272410415,5183885.200209065
17,Oakton Street,Des Plaines River at Oakton Street,SO4   ,Sulfate,mg/L,2009,11,52,36,75,Des Plaines River,-9782189.77125312,5164756.208222484
18,Devon Avenue,Salt Creek at Devon Avenue,SO4   ,Sulfate,mg/L,2009,11,62,50,70,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,SO4   ,Sulfate,mg/L,2009,12,58,39,85,Des Plaines River,-9779371.53102385,5151588.097147647
20,Roosevelt Road,Des Plaines River at Roosevelt Road,SO4   ,Sulfate,mg/L,2009,11,54,38,80,Des Plaines River,-9776892.815460142,5140724.864266957
22,Ogden Avenue,Des Plaines River at Ogden Avenue,SO4   ,Sulfate,mg/L,2009,11,57,42,80,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,SO4   ,Sulfate,mg/L,2009,11,58,42,87,Des Plaines River,-9782918.22214516,5121485.94585754
24,Wolf Road,Salt Creek at Wolf Road,SO4   ,Sulfate,mg/L,2009,11,77,56,89,Salt Creek,-9785016.345950183,5134927.534095098
29,Stephen Street,Des Plaines River at Stephen Street,SO4   ,Sulfate,mg/L,2009,11,57,44,77,Des Plaines River,-9796385.089554068,5113414.579669373
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2009,10,45,23,64,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,SO4   ,Sulfate,mg/L,2009,9,51,31,77,Skokie River,-9773171.65434657,5183881.030230567
34,Dempster Street,North Branch Chicago River at Dempster Street,SO4   ,Sulfate,mg/L,2009,12,52,32,72,North Branch Chicago River,-9772519.197048591,5167261.607014383
35,Central Street,North Shore Channel at Central Street,SO4   ,Sulfate,mg/L,2009,9,27,20,55,North Shore Channel,-9761286.946422856,5170628.6171330195
36,Touhy Avenue,North Shore Channel at Touhy Avenue,SO4   ,Sulfate,mg/L,2009,10,48,28,63,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,SO4   ,Sulfate,mg/L,2009,12,47,33,67,North Branch Chicago River,-9762427.895694703,5155720.021993471
39,Madison Street,South Branch Chicago River at Madison Street,SO4   ,Sulfate,mg/L,2009,11,42,28,57,South Branch Chicago River,-9755836.894673718,5143332.001117509
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,SO4   ,Sulfate,mg/L,2009,11,43,29,57,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,SO4   ,Sulfate,mg/L,2009,11,56,36,66,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,SO4   ,Sulfate,mg/L,2009,10,61,51,72,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,SO4   ,Sulfate,mg/L,2009,10,94,52,141,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
46,Grand Avenue,North Branch Chicago River at Grand Avenue,SO4   ,Sulfate,mg/L,2009,12,46,32,70,North Branch Chicago River,-9756156.248665709,5144758.297382973
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,SO4   ,Sulfate,mg/L,2009,10,66,52,84,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
49,Ewing Avenue,Calumet River at Ewing Avenue,SO4   ,Sulfate,mg/L,2009,7,27,22,31,Calumet River,-9745075.86152176,5120263.120285954
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,SO4   ,Sulfate,mg/L,2009,10,48,38,60,Wolf Lake Drain,-9744778.986089032,5110875.941051556
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,SO4   ,Sulfate,mg/L,2009,10,98,58,132,Little Calumet River,-9743762.861862704,5099049.677060608
54,Joe Orr Road,Thorn Creek at Joe Orr Road,SO4   ,Sulfate,mg/L,2009,9,507,185,898,Thorn Creek,-9754419.852949658,5089457.720876058
55,130th Street,Calumet River at 130th Street,SO4   ,Sulfate,mg/L,2009,9,62,27,109,Calumet River,-9748530.69045206,5110104.230203494
