Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.17,0.03,0.38,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.27,0.09,0.47,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,1.02,0.63,1.64,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,0.32,0.12,0.55,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,0.48,0.21,1.06,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,0.09,0.02,0.29,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,10,0.17,0.05,0.6,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.3,0.05,1.13,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2012,6,0.33,0.07,0.68,Chicago River,-9753112.184339533,5144283.186382862
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,6,0.1,0.04,0.15,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.13,0.06,0.22,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,6,0.26,0.1,0.51,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,4,0.12,0.06,0.18,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2012,51,0.61,0.21,1.74,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,0.71,0.25,1.3,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,6,0.9,0.29,1.4,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,0.08,0.02,0.32,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,1.02,0.22,2.72,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.1,0.04,0.24,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,0.12,0.01,0.24,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.2,0.03,0.72,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.1,0.03,0.41,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.74,0.44,1.08,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,0.39,0.16,0.82,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,1.02,0.09,5.84,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.09,0.05,0.15,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,13,0.66,0.28,1.1,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,1.1,0.27,4.22,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.12,0.04,0.32,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,0.49,0.26,0.69,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.27,0.16,0.39,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,11,0.3,&lt RL,0.85,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,12,0.15,0.04,0.61,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2012,6,0.93,0.6,1.13,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2012,7,0.18,0.06,0.34,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.21,0.07,0.55,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.18,0.07,0.41,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.15,0.02,0.63,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.02,0.32,2.5,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Dr.,111,West Branch DuPage River at Arlington Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.25,0.06,0.61,West Branch DuPage River,-9811547.219382191,5157233.888994125
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.1,0.06,0.29,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.38,0.2,0.65,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.22,0.12,0.43,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.11,0.03,0.37,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.13,0,0.27,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.1,0.02,0.22,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,2.08,0.9,3.71,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,8,0.1,0.04,0.27,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.48,0.29,0.86,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.77,0.19,1.68,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.75,0.23,1.71,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.16,0.06,0.39,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.14,0.05,0.34,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.08,0.34,4.39,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,1.03,0.1,3.28,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,5,0.2,0.04,0.38,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,6,0.11,0.06,0.2,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.52,0.19,3.85,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.17,0.05,0.41,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.29,0.05,1.61,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.26,0.05,0.82,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.09,0.39,2.71,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.47,0.19,1.19,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.76,0.2,2.52,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.09,0.04,0.18,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.28,0.1,0.89,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.47,0.07,2.21,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.37,0.08,1.26,Chicago River,-9753112.184339533,5144283.186382862
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,9,0.1,0.04,0.23,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.39,0.08,1.06,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.15,0.03,0.31,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,9,0.14,0.03,0.44,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2011,51,0.72,0.26,2.68,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.7,0.23,1.72,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,6,1.21,0.41,1.99,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.11,0.02,0.34,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.12,0.03,0.38,Des Plaines River,-9782189.77125312,5164756.208222484
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.63,0.04,1.73,North Shore Channel,-9763838.713194087,5164984.791142569
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.12,0.03,0.33,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.15,0.01,0.47,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.17,0.03,0.74,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.5,0.21,0.87,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.89,0.29,3.39,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.26,0.04,0.7,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.12,0.03,0.32,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.69,0.28,1.49,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.31,0.18,3.07,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.18,0.05,0.48,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,0.65,0.16,1.56,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,10,0.26,0.13,0.47,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.26,0.08,0.48,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.13,0.05,0.32,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2011,12,1.23,0.05,3.48,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2011,11,0.14,0.04,0.25,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.12,0.03,0.32,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.15,0.06,0.28,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.11,0.03,0.38,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.94,0.51,2.11,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.23,0.01,1.2,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.33,0.12,0.67,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.2,0.1,0.3,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.1,0.06,0.15,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.25,0.08,0.97,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.1,0.03,0.17,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,7,3.12,1.07,5.9,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,8,0.16,0.02,0.71,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.56,0.25,1.54,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.43,0.22,0.94,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.61,0.26,1.05,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,8,0.2,0.05,0.73,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.25,0.05,1.27,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.9,0.24,3.21,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.35,0.16,0.89,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,1,0.07,0.07,0.07,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,6,0.08,0.04,0.13,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,1.06,0.55,2,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.1,0.02,0.26,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,9,0.09,&lt RL,0.18,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.19,0.05,0.54,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,1.02,0.33,4.35,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.37,0.14,0.71,Little Calumet River,-9756147.689317683,5109826.122291395
