Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2010,51,0.57,0.14,1.73,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.58,0.26,0.84,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.53,0.3,0.87,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.06,0.01,0.13,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.61,0.06,1.82,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.09,0.03,0.16,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.13,0.04,0.53,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.1,0.04,0.23,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.12,0.01,0.36,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.8,0.24,2.88,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.41,0.22,0.68,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,8,0.31,0.11,1.03,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.09,0.02,0.15,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.54,0.24,1.03,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.83,0.13,2.04,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.16,0.03,0.84,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.34,0.12,0.77,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.27,0.02,0.7,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,9,0.22,0.13,0.41,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,11,0.12,0.03,0.38,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2010,12,0.81,0.25,1.32,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2010,10,0.19,0.09,0.41,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.13,0.04,0.29,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.15,0.06,0.31,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.12,0.02,0.36,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.71,0.33,1.33,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.06,&lt RL,0.12,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.31,0.09,0.7,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.2,0.04,0.38,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.11,0.02,0.22,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.15,0.04,0.32,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.1,0.02,0.28,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,5,1.01,0.59,1.89,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.19,0.01,0.99,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.44,0.23,0.77,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.26,0.16,0.41,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.48,0.32,0.67,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.18,0.05,0.34,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.07,0.01,0.19,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.31,0.13,0.69,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.47,0.13,1.1,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,4,0.17,0.04,0.35,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,7,0.06,0.03,0.11,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.49,0.05,1.2,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.13,0.02,0.33,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.15,0.05,0.39,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.26,0.09,0.39,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.52,0.36,0.73,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.32,0.17,0.45,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.58,0.15,2.53,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,8,0.08,&lt RL,0.22,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,8,0.33,0.08,0.69,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.27,0.05,1.5,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.12,0.04,0.28,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.17,0.05,0.48,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.14,0.03,0.32,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.11,0.01,0.22,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.12,0,0.39,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.09,&lt RL,0.19,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2009,51,0.42,0.12,1.06,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.41,0.27,0.61,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.45,0.28,0.95,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.11,0.03,0.37,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.33,0.05,1.37,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.1,0.02,0.27,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.09,0.01,0.18,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.08,0.02,0.22,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.07,0.02,0.15,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.5,0.18,1.21,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.31,0.1,0.48,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,9,0.57,0.07,1.84,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.09,0.03,0.19,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.44,0.2,0.73,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.41,0.04,1.51,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.1,0.03,0.22,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.2,0.05,0.38,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,10,0.37,0.05,1.58,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.27,0.1,0.46,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,11,0.13,0.03,0.32,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.43,0.11,1.02,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2009,12,0.13,0.06,0.2,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,9,0.19,0.06,0.61,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.2,0.02,0.5,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.15,0.08,0.35,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.77,0.3,1.87,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.09,0.01,0.22,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.22,0.03,0.46,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.35,0.15,0.61,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.12,0.01,0.4,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.21,0.05,0.54,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.12,0.03,0.28,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,2.2,0.44,4.55,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,9,0.15,0.07,0.57,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.66,0.17,2.32,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.39,0.18,0.91,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,40,Chicago Sanitary and Ship Canal at Damen Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.58,0.23,1.68,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.2,0.07,0.38,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.09,&lt RL,0.2,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.43,0.23,0.65,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.49,0.11,1.46,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,5,0.21,0.12,0.36,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.05,&lt RL,0.11,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.76,0.12,2.27,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.14,0.03,0.3,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.18,0.07,0.3,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.21,0.08,0.34,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.61,0.33,1.13,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.34,0.15,0.54,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.5,0.14,1.86,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,9,0.09,0.02,0.2,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,9,0.28,0.05,1.19,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,9,0.24,0.04,0.72,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.12,0.02,0.39,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.25,0.11,0.4,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.14,0.07,0.23,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.19,0.02,0.56,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.1,0.01,0.33,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.09,0.02,0.18,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2008,51,0.47,0.08,2.57,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.52,0.17,1.17,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.49,0.22,1.04,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.08,&lt RL,0.22,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.35,0.07,0.8,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.08,0.01,0.31,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.11,0.03,0.37,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.12,0.02,0.42,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.08,&lt RL,0.26,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.33,0.1,1.09,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.57,0.31,1.08,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,110,West Branch DuPage River at Springinsguth Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.63,0.04,2.93,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.09,&lt RL,0.28,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.47,0.24,0.81,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.59,0.06,1.6,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.17,0.01,0.35,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.3,0.04,0.66,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,10,0.26,0.1,0.42,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.38,0.09,0.7,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,11,0.09,&lt RL,0.32,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.57,0.21,1.5,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2008,12,0.17,0.06,0.47,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2007,10,0.16,0.04,0.41,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2007,11,0.19,0.05,0.66,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2007,11,0.11,&lt RL,0.39,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2007,11,0.64,0.31,1.28,Bubbly Creek,-9758696.948071491,5136817.240627698
